product_id,product_name,category,supplier_id,unit_price,weight_kg,is_active
20772,Virtual zero-defect solution,Pharmaceuticals,1169,337.4,60.85,N
20773,Public-key exuding Graphic Interface,Pharmaceuticals,1013,574.07,16.51,Y
20774,Reverse-engineered 3rdgeneration open system,Toys,1114,1520.94,14.72,N
20775,Automated client-driven collaboration,Electronics,1036,2384.25,11.37,Y
20776,Managed non-volatile product,Furniture,1282,2078.39,6.3,Y
20777,Robust real-time orchestration,Industrial Equipment,1126,1061.19,22.86,N
20778,Object-based homogeneous database,Pharmaceuticals,1247,201.88,13.46,N
20779,Object-based asymmetric monitoring,Sporting Goods,1080,,30.54,N
20780,Networked content-based leverage,Groceries,1276,383.69,37.12,N
20781,Customer-focused full-range open system,Sporting Goods,1037,834.42,,N
20782,Organized scalable framework,Toys,1252,1012.58,77.64,Y
20783,Cross-group composite benchmark,Apparel,1210,2212.73,45.27,N
20784,Synergistic neutral conglomeration,Sporting Goods,1179,1275.0,29.49,N
20785,Automated system-worthy portal,Electronics,1127,607.4,28.95,N
20786,Pre-emptive 4thgeneration contingency,Sporting Goods,1076,654.8,11.83,Y
20787,Exclusive asymmetric info-mediaries,Apparel,1007,293.59,73.35,Y
20788,Horizontal demand-driven emulation,Toys,1266,2275.05,34.18,N
20789,Implemented stable moderator,Apparel,1158,1835.37,45.83,N
20790,Cloned logistical approach,Toys,1108,2325.18,0.56,Y
20791,Multi-layered multi-state access,Toys,1036,1934.81,52.38,Y
20792,Down-sized fresh-thinking installation,Furniture,1096,1760.71,40.23,Y
20793,Object-based cohesive budgetary management,Groceries,1096,503.95,15.39,N
20794,De-engineered national instruction set,Groceries,1056,2171.17,6.9,Y
20795,Polarized value-added architecture,Sporting Goods,1300,588.48,8.11,Y
20796,Networked demand-driven capacity,Electronics,1299,1973.44,,N
20797,Expanded fault-tolerant Internet solution,Pharmaceuticals,1249,1184.13,26.96,N
20798,Triple-buffered static leverage,Toys,1123,2352.6,4.63,Y
20799,Diverse real-time orchestration,Toys,1002,1143.38,71.04,N
20800,Integrated optimizing customer loyalty,Industrial Equipment,1128,922.34,69.59,Y
20801,Profit-focused transitional software,Pharmaceuticals,1165,43.54,77.57,Y
20802,Persevering even-keeled customer loyalty,Industrial Equipment,1249,1001.61,27.9,N
20803,Adaptive client-server knowledge user,Automotive Parts,1052,1836.23,56.97,Y
20804,Cloned impactful portal,Apparel,1066,1245.82,53.86,Y
20805,Fully-configurable multi-tasking groupware,Sporting Goods,1229,2387.72,19.31,Y
20806,Re-contextualized mobile knowledgebase,Electronics,1055,1088.36,74.32,Y
20807,Persistent object-oriented analyzer,Apparel,1132,1665.5,73.82,N
20808,User-centric background forecast,Industrial Equipment,1115,2329.59,27.49,N
20809,Stand-alone logistical hardware,Toys,1288,2415.69,17.92,Y
20810,Total transitional utilization,Furniture,1175,1851.97,9.33,N
20811,Innovative hybrid pricing structure,Automotive Parts,1296,1842.82,42.87,N
20812,Enhanced intangible encryption,Groceries,1187,1994.2,48.15,N
20813,Enhanced regional superstructure,Automotive Parts,1162,363.46,40.01,Y
20814,Optional logistical info-mediaries,Automotive Parts,1018,1498.0,55.1,N
20815,Switchable contextually-based standardization,Toys,1111,1238.57,64.83,Y
20816,Re-contextualized bandwidth-monitored infrastructure,Groceries,1027,2308.05,58.21,Y
20817,Total 6thgeneration encoding,Pharmaceuticals,1012,1370.76,37.9,Y
20818,Diverse even-keeled product,Automotive Parts,1271,1817.43,15.65,Y
20819,Public-key explicit secured line,Industrial Equipment,1166,1881.16,4.38,Y
20820,Cloned tangible success,Sporting Goods,1296,345.63,11.63,Y
20821,Up-sized didactic methodology,Industrial Equipment,1186,1815.44,62.85,N
20822,Open-source well-modulated neural-net,Apparel,1087,2315.11,37.94,Y
20823,Decentralized holistic archive,Groceries,1174,1484.29,,N
20824,Versatile bi-directional middleware,Groceries,1155,1720.58,30.06,Y
20825,Visionary zero-defect Graphic Interface,Toys,1238,2162.51,52.27,Y
20826,Open-source local concept,Office Supplies,1063,1224.07,46.97,Y
20827,Function-based demand-driven middleware,Toys,1093,961.13,10.06,Y
20828,Balanced maximized algorithm,Electronics,1208,2032.54,65.41,Y
20829,Compatible scalable solution,Office Supplies,1266,2093.19,63.22,Y
20830,Synergistic value-added Local Area Network,Groceries,1093,,35.81,Y
20831,Multi-tiered global synergy,Apparel,1106,1632.3,,N
20832,Open-architected content-based infrastructure,Groceries,1187,2415.76,,N
20833,Automated 24/7 extranet,Industrial Equipment,1274,1113.41,25.07,Y
20834,Customizable tertiary challenge,Electronics,1051,1657.22,15.09,Y
20835,Inverse static synergy,Pharmaceuticals,1283,541.67,58.34,N
20836,Persistent mobile Local Area Network,Groceries,1196,1625.12,6.71,Y
20837,Cloned attitude-oriented neural-net,Automotive Parts,1275,511.0,55.76,Y
20838,Switchable dynamic structure,Pharmaceuticals,1215,2054.28,,Y
20839,Organic client-driven leverage,Apparel,1139,313.3,32.57,Y
20840,Grass-roots cohesive concept,Furniture,1140,367.53,7.88,Y
20841,Ameliorated real-time attitude,Automotive Parts,1064,440.98,64.55,N
20842,Enhanced explicit capability,Apparel,1283,679.09,13.7,N
20843,Public-key user-facing infrastructure,Toys,1273,1380.08,,Y
20844,Down-sized asynchronous secured line,Industrial Equipment,1065,358.39,4.28,Y
20845,Virtual 24/7 service-desk,Groceries,1215,1767.55,28.35,N
20846,Future-proofed coherent intranet,Furniture,1267,2354.31,68.64,N
20847,Multi-channeled context-sensitive data-warehouse,Apparel,1047,1587.42,75.59,N
20848,Universal 5thgeneration service-desk,Sporting Goods,1147,1386.29,0.91,Y
20849,Public-key didactic intranet,Office Supplies,1246,1245.52,32.47,Y
20850,Total actuating productivity,Pharmaceuticals,1218,1757.07,59.13,Y
20851,Programmable secondary protocol,Office Supplies,1230,2411.69,14.03,Y
20852,Universal stable benchmark,Toys,1027,1057.96,77.58,Y
20853,Networked system-worthy function,Automotive Parts,1149,749.35,0.23,N
20854,Organic actuating policy,Electronics,1264,2064.67,71.4,Y
20855,Adaptive actuating throughput,Pharmaceuticals,1236,822.72,28.01,Y
20856,Multi-tiered zero administration customer loyalty,Furniture,1052,1078.15,41.17,N
20857,Fully-configurable holistic encoding,Automotive Parts,1004,390.76,31.66,Y
20858,Exclusive background adapter,Apparel,1275,2029.24,52.52,N
20859,Operative 4thgeneration access,Furniture,1223,16.51,22.83,N
20860,Mandatory content-based software,Furniture,1017,402.46,76.78,N
20861,Synchronized asymmetric definition,Groceries,1282,1239.93,61.16,N
20862,Cross-platform static concept,Apparel,1068,276.11,10.13,N
20863,Up-sized composite analyzer,Pharmaceuticals,1122,132.0,,N
20864,Operative multimedia benchmark,Toys,1249,208.37,12.24,Y
20865,Inverse fresh-thinking open architecture,Furniture,1135,2485.65,34.36,Y
20866,Self-enabling content-based process improvement,Furniture,1258,1528.53,47.32,Y
20867,Expanded needs-based infrastructure,Furniture,1206,97.84,34.13,Y
20868,Optimized bottom-line emulation,Automotive Parts,1195,1019.43,78.41,Y
20869,Extended bi-directional help-desk,Electronics,1262,1068.83,21.58,N
20870,Inverse context-sensitive access,Electronics,1127,800.96,0.09,N
20871,Open-architected solution-oriented functionalities,Industrial Equipment,1242,701.84,14.83,N
20872,Advanced human-resource data-warehouse,Electronics,1058,244.02,61.65,N
20873,Persevering directional architecture,Furniture,1271,1512.58,16.84,Y
20874,Switchable even-keeled projection,Furniture,1062,104.52,35.69,N
20875,Secured holistic analyzer,Furniture,1155,1813.93,12.34,N
20876,Cloned didactic installation,Pharmaceuticals,1287,2437.87,57.4,N
20877,Innovative zero administration policy,Office Supplies,1269,2328.47,13.4,N
20878,Proactive bi-directional structure,Electronics,1024,2389.6,55.52,Y
20879,Public-key non-volatile concept,Office Supplies,1085,1095.49,62.36,Y
20880,Function-based bandwidth-monitored policy,Furniture,1002,401.69,0.76,N
20881,Inverse responsive standardization,Automotive Parts,1156,2131.48,44.19,N
20882,Networked systematic throughput,Groceries,1150,99.65,22.26,Y
20883,Team-oriented client-driven groupware,Furniture,1128,2473.86,0.16,N
20884,Enhanced scalable task-force,Office Supplies,1167,209.95,10.73,Y
20885,Team-oriented foreground secured line,Furniture,1006,2060.18,22.41,N
20886,Polarized asymmetric groupware,Toys,1299,267.89,20.62,Y
20887,Ameliorated real-time paradigm,Automotive Parts,1227,553.16,50.4,N
20888,Organized homogeneous migration,Toys,1119,1825.07,72.18,N
20889,Sharable user-facing emulation,Sporting Goods,1091,473.77,14.47,Y
20890,Profit-focused optimizing strategy,Furniture,1202,1719.04,5.81,N
20891,Advanced discrete adapter,Groceries,1052,1811.32,64.65,Y
20892,Seamless well-modulated capability,Electronics,1057,2066.75,61.62,Y
20893,Integrated disintermediate support,Apparel,1005,2394.13,65.47,N
20894,Optimized web-enabled encryption,Sporting Goods,1246,1899.66,24.63,N
20895,Secured attitude-oriented approach,Electronics,1279,309.44,23.77,Y
20896,Devolved holistic methodology,Electronics,1001,2280.59,30.86,N
20897,Implemented dedicated collaboration,Apparel,1058,1230.57,76.52,Y
20898,Multi-tiered demand-driven project,Apparel,1061,902.51,48.38,Y
20899,Automated disintermediate success,Automotive Parts,1218,377.25,23.0,N
20900,Right-sized leadingedge support,Apparel,1189,2332.34,68.94,Y
20901,Managed client-driven focus group,Sporting Goods,1164,371.15,62.85,Y
20902,Intuitive secondary toolset,Automotive Parts,1219,2399.04,25.88,N
20903,Virtual 6thgeneration model,Sporting Goods,1164,1236.53,33.14,Y
20904,Operative secondary forecast,Sporting Goods,1197,1047.81,39.43,Y
20905,Versatile 4thgeneration emulation,Office Supplies,1298,1787.87,55.5,Y
20906,Upgradable full-range Graphical User Interface,Electronics,1186,9.16,37.94,Y
20907,Fully-configurable demand-driven moratorium,Groceries,1185,2122.18,11.57,N
20908,Business-focused static encryption,Furniture,1125,528.42,11.07,N
20909,Synergized tangible success,Toys,1014,1740.91,56.13,
20910,Face-to-face real-time implementation,Pharmaceuticals,1081,77.4,,N
20911,Programmable fresh-thinking contingency,Sporting Goods,1077,1914.01,59.86,N
20912,Organic responsive ability,Electronics,1173,1111.05,12.51,
20913,Cloned mobile architecture,Electronics,1089,1259.23,33.92,N
20914,Ergonomic actuating productivity,Furniture,1293,1255.68,12.59,Y
20915,Digitized demand-driven capacity,Electronics,1109,1002.21,14.74,Y
20916,Cross-group context-sensitive parallelism,Toys,1240,1194.59,13.23,Y
20917,Reactive demand-driven encoding,Apparel,1139,272.79,62.31,Y
20918,Profit-focused attitude-oriented interface,Furniture,1278,267.95,60.53,Y
20919,Up-sized maximized function,Industrial Equipment,1124,674.38,45.12,Y
20920,Down-sized uniform customer loyalty,Electronics,1048,2358.89,60.15,N
20921,Fully-configurable interactive conglomeration,Groceries,1201,1814.77,7.84,Y
20922,Robust dynamic framework,Groceries,1258,,63.7,Y
20923,Horizontal object-oriented knowledge user,Sporting Goods,1149,404.74,50.09,Y
20924,Sharable dedicated flexibility,Groceries,1073,1922.53,40.15,N
20925,Polarized attitude-oriented hierarchy,Pharmaceuticals,1230,1963.81,49.9,N
20926,Object-based homogeneous concept,Industrial Equipment,1199,599.3,76.64,Y
20927,Phased leadingedge interface,Automotive Parts,1008,358.27,77.52,Y
20928,Profit-focused reciprocal support,Automotive Parts,1233,785.67,22.45,N
20929,Optional well-modulated collaboration,Sporting Goods,1236,646.34,61.06,Y
20930,Polarized 3rdgeneration task-force,Pharmaceuticals,1292,1221.67,32.11,Y
20931,Multi-tiered interactive artificial intelligence,Industrial Equipment,1226,918.1,29.93,N
20932,Virtual exuding policy,Electronics,1022,1552.29,19.62,
20933,Public-key coherent neural-net,Groceries,1054,728.07,68.31,Y
20934,Upgradable context-sensitive extranet,Office Supplies,1179,1165.76,37.21,N
20935,Multi-tiered maximized function,Pharmaceuticals,1222,500.28,27.43,N
20936,Persevering executive implementation,Electronics,1059,697.38,75.89,Y
20937,Realigned real-time matrices,Pharmaceuticals,1195,157.88,78.29,Y
20938,Compatible full-range challenge,Groceries,1217,676.08,5.59,N
20939,Universal methodical customer loyalty,Automotive Parts,1215,1312.9,4.35,N
20940,Distributed content-based ability,Toys,1085,498.12,42.86,N
20941,Advanced motivating superstructure,Industrial Equipment,1182,2281.67,0.84,Y
20942,Up-sized holistic matrix,Pharmaceuticals,1297,1542.05,65.89,N
20943,Open-architected intangible infrastructure,Sporting Goods,1008,377.96,39.98,N
20944,User-friendly holistic info-mediaries,Electronics,1135,1302.69,75.47,Y
20945,Pre-emptive fault-tolerant project,Furniture,1019,548.12,43.71,N
20946,Reverse-engineered asynchronous installation,Industrial Equipment,1108,2381.04,29.65,N
20947,Automated bottom-line info-mediaries,Apparel,1258,2047.99,51.93,N
20948,Re-contextualized cohesive core,Pharmaceuticals,1278,1065.77,14.11,Y
20949,Virtual intermediate extranet,Toys,9008,408.32,67.62,N
20950,Visionary web-enabled success,Apparel,1051,2488.42,1.36,N
20951,Monitored multimedia strategy,Sporting Goods,1279,251.06,64.48,Y
20952,Pre-emptive scalable solution,Office Supplies,1115,1942.65,15.69,
20953,Multi-layered tangible approach,Toys,1238,,30.0,N
20954,Streamlined human-resource interface,Toys,1158,2096.53,0.38,Y
20955,User-centric dynamic encryption,Office Supplies,1079,1976.69,48.02,N
20956,Polarized 5thgeneration hierarchy,Toys,1124,1390.24,51.57,N
20957,Self-enabling tertiary service-desk,Toys,1066,2348.6,13.94,N
20958,Assimilated tangible secured line,Groceries,1119,250.75,50.53,N
20959,Stand-alone client-server firmware,Pharmaceuticals,1284,399.31,7.51,Y
20960,Robust logistical software,Office Supplies,1015,1546.01,6.35,Y
20961,Digitized eco-centric encryption,Pharmaceuticals,1233,1586.89,52.22,
20962,Robust optimal protocol,Toys,1126,1816.33,52.76,Y
20963,Diverse 24/7 budgetary management,Apparel,1297,2167.61,47.69,Y
20964,Visionary background project,Pharmaceuticals,1048,195.3,16.68,N
20965,Universal human-resource infrastructure,Apparel,1038,1217.32,33.62,N
20966,Triple-buffered optimizing artificial intelligence,Electronics,1083,451.16,52.79,Y
20967,Programmable content-based interface,Sporting Goods,1176,2484.36,,N
20968,Down-sized interactive extranet,Electronics,1063,483.73,41.46,N
20969,Team-oriented exuding middleware,Electronics,1059,2246.63,17.62,N
20970,Public-key stable implementation,Apparel,1141,1204.97,44.14,N
20971,Reverse-engineered fault-tolerant superstructure,Toys,1224,1282.62,20.04,N
20972,Open-source web-enabled superstructure,Industrial Equipment,1202,259.03,63.54,N
20973,Cross-group bi-directional productivity,Automotive Parts,1217,1491.63,49.85,N
20974,Re-engineered zero-defect website,Apparel,1192,2244.94,71.16,N
20975,Monitored client-server flexibility,Office Supplies,1151,1510.5,2.44,Y
20976,User-friendly demand-driven synergy,Furniture,1184,614.8,29.79,Y
20977,Object-based tangible function,Furniture,1006,1792.57,63.63,N
20978,Adaptive composite matrix,Office Supplies,1146,1505.3,44.9,Y
20979,Adaptive bandwidth-monitored architecture,Toys,1294,2231.87,34.84,Y
20980,Vision-oriented tangible instruction set,Automotive Parts,1253,1247.63,9.97,N
20981,Progressive intangible projection,Automotive Parts,1122,,62.68,N
20982,Horizontal upward-trending Internet solution,Toys,1146,329.38,42.7,Y
20983,Down-sized context-sensitive hub,Toys,1036,1175.79,22.01,N
20984,Enterprise-wide tertiary challenge,Toys,1253,1531.58,78.72,Y
20985,Exclusive mobile contingency,Apparel,1192,,,Y
20986,Profit-focused bifurcated knowledge user,Apparel,1224,567.4,72.19,Y
20987,Re-contextualized didactic contingency,Electronics,1027,650.7,75.77,N
20988,Exclusive analyzing synergy,Groceries,1139,1747.26,9.64,Y
20989,Enterprise-wide well-modulated core,Apparel,1212,1592.99,19.28,N
20990,Fundamental incremental intranet,Sporting Goods,1165,1932.06,21.14,Y
20991,Self-enabling regional benchmark,Furniture,1125,1649.38,6.06,Y
20992,Sharable composite artificial intelligence,Furniture,1240,2046.64,27.27,N
20993,Implemented attitude-oriented implementation,Groceries,1160,1771.86,8.5,N
20994,Decentralized even-keeled architecture,Office Supplies,1232,2169.91,32.05,N
20995,Mandatory 4thgeneration paradigm,Groceries,1296,1621.66,8.62,N
20996,Front-line mission-critical matrix,Sporting Goods,1096,668.36,36.24,Y
20997,Synergistic well-modulated attitude,Groceries,1182,1079.82,34.5,N
20998,Advanced analyzing flexibility,Toys,1051,124.74,33.84,N
20999,Versatile 24hour secured line,Office Supplies,1272,1519.41,54.51,Y
21000,Reduced 6thgeneration attitude,Electronics,1059,134.74,19.14,N
21001,Extended multi-state utilization,Furniture,1201,983.43,70.37,Y
21002,Adaptive homogeneous portal,Industrial Equipment,1178,1592.97,0.3,N
21003,Programmable well-modulated flexibility,Furniture,1157,2131.7,54.53,N
21004,Pre-emptive methodical system engine,Sporting Goods,1073,2405.68,1.72,Y
21005,Mandatory real-time interface,Sporting Goods,1005,1485.82,39.09,
21006,Mandatory holistic software,Automotive Parts,1009,1419.03,42.05,Y
21007,Mandatory foreground encoding,Pharmaceuticals,1052,762.9,58.8,N
21008,Multi-lateral static initiative,Electronics,1130,911.99,24.13,N
21009,Multi-tiered reciprocal approach,Office Supplies,1058,676.3,1.71,Y
21010,Multi-channeled full-range workforce,Furniture,1183,1245.58,55.68,Y
21011,Cross-platform 24hour knowledgebase,Toys,1100,2301.78,77.24,N
21012,Total impactful success,Pharmaceuticals,1270,439.03,31.31,N
21013,Devolved 4thgeneration portal,Office Supplies,1098,104.67,66.74,N
21014,Decentralized multi-tasking focus group,Electronics,1148,277.26,54.86,Y
21015,Total web-enabled encryption,Automotive Parts,1286,1661.47,5.22,Y
21016,Multi-layered local process improvement,Apparel,1145,2064.03,24.5,Y
21017,Synergized stable leverage,Pharmaceuticals,1026,630.08,62.83,Y
21018,Profound incremental protocol,Groceries,1045,1783.57,15.78,N
21019,Ergonomic 24hour productivity,Pharmaceuticals,1017,1184.0,54.3,Y
21020,Inverse 3rdgeneration productivity,Industrial Equipment,1134,2300.64,45.13,Y
21021,Multi-lateral 6thgeneration workforce,Toys,1103,626.55,24.12,N
21022,User-centric fresh-thinking service-desk,Toys,1280,460.06,42.15,N
21023,Organic discrete portal,Sporting Goods,1240,886.78,,N
21024,Pre-emptive impactful support,Industrial Equipment,1046,1890.13,62.94,N
21025,Seamless attitude-oriented hardware,Toys,1028,1888.83,53.62,N
21026,Optimized methodical protocol,Automotive Parts,1028,213.48,52.01,Y
21027,Total bandwidth-monitored superstructure,Pharmaceuticals,1290,1204.71,9.76,Y
21028,Networked explicit portal,Office Supplies,1105,1291.63,39.65,Y
21029,Ergonomic transitional circuit,Electronics,1155,1571.34,49.91,N
21030,Programmable object-oriented toolset,Furniture,1062,1300.52,37.93,Y
21031,Universal motivating alliance,Sporting Goods,1063,751.21,65.63,N
21032,De-engineered modular utilization,Electronics,1064,1082.02,65.49,N
21033,Cross-group exuding service-desk,Sporting Goods,1280,502.48,53.42,N
21034,Reactive maximized concept,Apparel,1201,965.78,65.09,Y
21035,Organized bifurcated matrices,Industrial Equipment,1289,974.79,51.63,Y
21036,Switchable needs-based encoding,Sporting Goods,1182,2407.07,,Y
21037,Fully-configurable didactic concept,Office Supplies,1258,528.53,5.07,N
21038,Versatile stable standardization,Groceries,1236,1788.53,61.02,N
21039,Cross-group bi-directional Internet solution,Industrial Equipment,1193,2406.46,46.1,N
21040,Universal 4thgeneration complexity,Industrial Equipment,1067,1745.03,27.88,Y
21041,Inverse human-resource throughput,Groceries,1016,2130.37,53.24,N
21042,Grass-roots directional success,Furniture,1119,2453.36,70.47,N
21043,Function-based static leverage,Automotive Parts,1033,156.69,67.75,Y
21044,Synchronized bottom-line secured line,Sporting Goods,1090,804.26,79.11,Y
21045,Devolved national productivity,Automotive Parts,1252,1094.91,59.39,Y
21046,Up-sized mobile array,Apparel,1045,1456.11,64.81,N
21047,Team-oriented full-range definition,Apparel,1291,1367.36,54.6,N
21048,Re-engineered zero administration policy,Industrial Equipment,1098,2081.34,40.09,Y
21049,Cloned secondary Graphical User Interface,Toys,1035,1098.32,45.55,Y
21050,Multi-tiered transitional synergy,Electronics,1061,1247.78,26.51,N
21051,User-centric uniform implementation,Apparel,1200,1758.78,12.67,Y
21052,Streamlined secondary toolset,Office Supplies,1266,2329.66,49.51,N
21053,Realigned intermediate workforce,Electronics,1135,1633.77,20.91,Y
21054,Focused directional firmware,Pharmaceuticals,1105,1368.62,53.08,Y
21055,Customizable explicit array,Electronics,1289,2261.0,5.71,Y
21056,Customizable background Graphical User Interface,Groceries,1283,1197.97,,N
21057,User-centric optimizing core,Furniture,1221,,4.48,N
21058,User-friendly bifurcated orchestration,Electronics,1010,1382.13,30.21,Y
21059,Multi-layered clear-thinking functionalities,Industrial Equipment,1060,1096.01,29.45,Y
21060,Multi-tiered object-oriented support,Industrial Equipment,1122,,33.07,Y
21061,Adaptive fault-tolerant approach,Furniture,1008,2183.39,6.18,Y
21062,Reverse-engineered national core,Furniture,1161,875.47,10.42,Y
21063,Networked interactive functionalities,Office Supplies,1040,627.0,56.44,Y
21064,Visionary high-level website,Pharmaceuticals,1228,1783.41,23.45,N
21065,Synergistic clear-thinking model,Office Supplies,1164,1745.03,27.76,N
21066,Switchable real-time parallelism,Groceries,1144,197.96,41.7,Y
21067,Face-to-face bi-directional infrastructure,Groceries,1191,1812.83,18.85,Y
21068,Advanced national knowledgebase,Electronics,1011,1248.27,47.08,Y
21069,Intuitive client-server frame,Toys,1143,2136.73,69.03,N
21070,Face-to-face modular software,Toys,1195,462.7,,Y
21071,Persevering client-server policy,Automotive Parts,1173,2306.9,47.3,N
21072,Horizontal client-server synergy,Electronics,1219,1956.97,44.29,N
21073,Synchronized tangible alliance,Industrial Equipment,1274,1159.83,61.53,N
21074,Right-sized foreground function,Electronics,1122,331.42,54.62,N
21075,Profit-focused system-worthy capability,Electronics,1173,1428.56,28.97,Y
21076,Grass-roots tertiary orchestration,Pharmaceuticals,1064,768.62,67.82,Y
21077,Polarized responsive data-warehouse,Pharmaceuticals,1239,94.44,67.55,Y
21078,Proactive explicit strategy,Office Supplies,1142,2242.82,5.17,N
21079,Multi-tiered analyzing workforce,Groceries,1133,2172.9,14.0,Y
21080,Managed coherent structure,Groceries,1059,1637.19,68.85,N
21081,Expanded upward-trending workforce,Automotive Parts,1117,153.91,1.34,Y
21082,Face-to-face tangible support,Apparel,1121,875.62,9.1,N
21083,Business-focused zero-defect conglomeration,Toys,1213,180.34,11.49,N
21084,Pre-emptive upward-trending infrastructure,Pharmaceuticals,1209,2243.69,77.88,Y
21085,Innovative stable complexity,Industrial Equipment,1149,,48.74,N
21086,Ameliorated neutral infrastructure,Industrial Equipment,1111,948.34,58.11,Y
21087,Mandatory interactive service-desk,Furniture,1040,2396.65,79.83,Y
21088,Phased grid-enabled system engine,Industrial Equipment,1271,1995.92,41.98,N
21089,Object-based hybrid archive,Pharmaceuticals,1125,823.05,25.22,N
21090,Progressive upward-trending forecast,Pharmaceuticals,1210,905.98,6.16,Y
21091,Horizontal tangible core,Furniture,1230,1966.19,66.15,N
21092,Total neutral infrastructure,Industrial Equipment,1300,1665.42,22.99,N
21093,Cross-platform clear-thinking Graphic Interface,Industrial Equipment,1259,2458.15,70.52,N
21094,Versatile optimal workforce,Toys,1008,418.59,44.39,Y
21095,Business-focused tertiary framework,Electronics,1018,2084.98,79.2,N
21096,Persevering solution-oriented complexity,Toys,1217,887.21,19.35,N
21097,Re-engineered client-driven intranet,Electronics,1056,2485.35,73.66,N
21098,Total mission-critical frame,Sporting Goods,1224,724.65,58.69,Y
21099,Digitized demand-driven data-warehouse,Industrial Equipment,1078,2239.21,53.93,Y
21100,User-friendly dedicated support,Automotive Parts,1261,1806.89,7.8,N
21101,Streamlined 24/7 hierarchy,Pharmaceuticals,1147,808.35,,Y
21102,Up-sized object-oriented benchmark,Industrial Equipment,1221,1298.8,25.18,Y
21103,Synergistic zero tolerance circuit,Furniture,1141,1217.62,23.11,Y
21104,Multi-tiered interactive service-desk,Groceries,1119,1666.75,44.2,Y
21105,Down-sized analyzing attitude,Office Supplies,1021,2399.72,15.65,N
21106,Multi-channeled methodical conglomeration,Industrial Equipment,1105,706.03,35.61,Y
21107,Business-focused bottom-line migration,Toys,1062,1112.12,6.99,Y
21108,Streamlined global parallelism,Furniture,1182,2009.5,26.2,Y
21109,Optional coherent product,Electronics,1162,2230.9,74.59,Y
21110,Up-sized impactful encryption,Industrial Equipment,1005,616.29,75.46,Y
21111,Automated bottom-line encoding,Sporting Goods,1249,2035.04,15.93,Y
21112,Object-based mobile framework,Sporting Goods,1002,1086.93,16.72,N
21113,Team-oriented radical conglomeration,Furniture,1195,1578.3,38.76,Y
21114,Streamlined value-added implementation,Sporting Goods,1119,2187.85,50.42,N
21115,Vision-oriented system-worthy utilization,Automotive Parts,1050,548.89,35.8,Y
21116,Synchronized stable array,Apparel,1238,2390.88,31.88,N
21117,Vision-oriented maximized projection,Electronics,1211,1718.68,40.62,Y
21118,Multi-tiered even-keeled product,Automotive Parts,1288,1929.95,32.93,N
21119,Streamlined leadingedge hub,Furniture,1028,672.26,65.49,Y
21120,Advanced bottom-line budgetary management,Apparel,1275,517.09,49.08,Y
21121,Configurable bottom-line matrix,Apparel,1011,2006.43,26.7,Y
21122,Stand-alone static migration,Pharmaceuticals,1026,1297.59,78.82,Y
21123,Face-to-face 3rdgeneration parallelism,Pharmaceuticals,1149,2003.61,17.29,Y
21124,Re-engineered object-oriented matrices,Office Supplies,1011,1888.29,31.87,Y
21125,Grass-roots system-worthy synergy,Furniture,1013,576.55,60.01,N
21126,Cross-platform optimizing contingency,Automotive Parts,1068,2046.1,6.17,N
21127,Networked mission-critical project,Office Supplies,1011,38.82,12.19,Y
21128,Total intermediate framework,Toys,1160,1962.36,1.92,N
21129,Re-engineered clear-thinking attitude,Automotive Parts,1296,1179.56,17.82,N
21130,Inverse asymmetric structure,Toys,1274,,39.79,Y
21131,Public-key contextually-based initiative,Electronics,1232,561.7,18.61,N
21132,Total 3rdgeneration infrastructure,Apparel,1171,361.14,13.58,Y
21133,Realigned national toolset,Industrial Equipment,1043,355.04,41.9,Y
21134,Progressive mobile architecture,Automotive Parts,1253,631.56,,N
21135,Programmable optimal monitoring,Furniture,1003,671.83,63.59,Y
21136,Universal solution-oriented capability,Sporting Goods,1165,1154.51,68.7,Y
21137,Versatile web-enabled database,Toys,1218,1748.74,1.14,N
21138,Switchable bottom-line contingency,Apparel,1225,2174.63,33.96,N
21139,Right-sized system-worthy contingency,Office Supplies,1072,1872.99,0.79,N
21140,Adaptive next generation knowledge user,Pharmaceuticals,1268,807.32,13.32,N
21141,Intuitive bottom-line analyzer,Sporting Goods,1266,1512.09,74.9,Y
21142,De-engineered object-oriented database,Sporting Goods,1085,,33.33,Y
21143,Streamlined cohesive array,Furniture,1160,1754.26,43.04,N
21144,Realigned eco-centric system engine,Office Supplies,1081,168.8,,Y
21145,Automated attitude-oriented capability,Automotive Parts,1219,1462.0,61.37,Y
21146,Profit-focused exuding hierarchy,Apparel,1040,1482.41,22.43,
21147,Quality-focused composite interface,Toys,1268,1469.12,61.77,N
21148,Switchable 24hour encryption,Furniture,1108,421.91,7.35,N
21149,Innovative 6thgeneration model,Pharmaceuticals,1244,2186.79,77.59,N
21150,Implemented stable monitoring,Office Supplies,1242,819.07,19.3,N
21151,Organic client-driven orchestration,Office Supplies,1182,780.78,6.3,Y
21152,Pre-emptive system-worthy functionalities,Automotive Parts,9024,2363.83,67.2,N
21153,Programmable heuristic portal,Toys,1062,1395.65,14.28,N
21154,Public-key multimedia database,Office Supplies,1218,536.02,73.65,Y
21155,Team-oriented bandwidth-monitored protocol,Office Supplies,1101,1106.32,46.92,N
21156,Balanced disintermediate alliance,Industrial Equipment,1258,2304.07,51.8,N
21157,Ergonomic client-server framework,Industrial Equipment,1141,1563.93,69.06,N
